,ID,Year_Birth,Age,Age_Group,Education,FamilySize,Income,IncomeClass,Dt_Customer,Day_Customer,Day_Joined,Month_Joined,Year_Joined,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,T_AmountSpent,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,T_NPurchase,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,T_AcceptedCmpgn,Complain
1064,10766,1964,50,Middle-aged,Postgraduate,3,65526.0,Middle,2014-04-11,79,Friday,April,2014,22,397.0,19.0,69.0,12.0,0.0,9.0,506.0,1,4,4,8,2,17,0,0,0,0,0,0,0
1065,4415,1961,53,Middle-aged,Undergraduate,4,16860.0,Poor,2012-09-12,655,Wednesday,September,2012,19,10.0,4.0,4.0,3.0,3.0,14.0,38.0,3,1,1,3,7,8,0,0,0,0,0,0,0
1066,3005,1992,22,Young Adults,Undergraduate,1,83528.0,Middle,2014-05-01,59,Thursday,May,2014,7,530.0,117.0,678.0,134.0,44.0,147.0,1650.0,1,4,10,8,1,23,1,0,0,1,0,2,0
1067,2223,1965,49,Middle-aged,Postgraduate,2,64176.0,Middle,2012-08-03,695,Friday,August,2012,52,1215.0,33.0,249.0,64.0,116.0,149.0,1826.0,8,8,9,8,6,33,0,0,0,0,0,0,0
1068,4817,1956,58,Middle-aged,Undergraduate,1,22304.0,Poor,2012-08-04,694,Saturday,August,2012,91,3.0,2.0,7.0,0.0,4.0,2.0,18.0,1,1,0,2,8,4,0,0,0,0,0,0,0
1069,2875,1978,36,Young Adults,Undergraduate,2,67023.0,Middle,2014-03-04,117,Tuesday,March,2014,93,444.0,44.0,382.0,11.0,8.0,17.0,906.0,1,3,7,13,2,24,0,0,0,0,0,0,1
1071,11112,1966,48,Middle-aged,Undergraduate,3,70713.0,Middle,2012-12-03,573,Monday,December,2012,23,736.0,114.0,279.0,82.0,76.0,190.0,1477.0,6,5,6,8,3,25,0,0,0,0,0,0,0
1072,3807,1955,59,Middle-aged,Undergraduate,3,59925.0,Middle,2012-11-30,576,Friday,November,2012,83,473.0,21.0,176.0,19.0,21.0,56.0,766.0,3,9,2,9,6,23,0,0,0,0,0,0,0
1073,9197,1953,61,Old,Undergraduate,3,39722.0,Lower Middle,2014-02-24,125,Monday,February,2014,92,32.0,0.0,5.0,2.0,0.0,8.0,47.0,2,2,0,3,5,7,0,0,0,0,0,0,0
1074,10832,1958,56,Middle-aged,Undergraduate,2,46610.0,Lower Middle,2013-07-18,346,Thursday,July,2013,4,288.0,10.0,30.0,4.0,10.0,125.0,467.0,1,6,1,6,6,14,0,0,0,0,0,0,0
1075,6421,1961,53,Middle-aged,Undergraduate,2,88347.0,Middle,2013-07-03,361,Wednesday,July,2013,32,1050.0,178.0,555.0,77.0,138.0,118.0,2116.0,1,4,7,9,1,21,0,0,0,1,0,1,0
1076,4207,1981,33,Young Adults,Postgraduate,2,87171.0,Middle,2013-05-01,424,Wednesday,May,2013,27,1001.0,44.0,107.0,58.0,44.0,44.0,1298.0,1,6,7,11,2,25,1,0,1,0,0,2,0
1077,577,1976,38,Young Adults,Postgraduate,4,26907.0,Poor,2013-08-20,313,Tuesday,August,2013,10,9.0,1.0,7.0,0.0,3.0,2.0,22.0,2,1,0,3,7,6,0,0,0,0,0,0,0
1078,10855,1968,46,Middle-aged,Postgraduate,2,50014.0,Middle,2014-01-22,158,Wednesday,January,2014,9,234.0,14.0,77.0,19.0,10.0,42.0,396.0,2,4,1,8,5,15,0,0,0,0,0,0,0
1079,3081,1978,36,Young Adults,Postgraduate,3,41014.0,Lower Middle,2013-04-22,433,Monday,April,2013,65,7.0,2.0,6.0,2.0,0.0,3.0,20.0,1,1,0,2,7,4,0,0,0,0,0,0,0
1080,3535,1965,49,Middle-aged,Undergraduate,1,66294.0,Middle,2014-03-17,104,Monday,March,2014,68,251.0,108.0,334.0,65.0,92.0,117.0,967.0,1,4,3,5,2,13,0,0,0,0,0,0,0
1081,247,1971,43,Middle-aged,Undergraduate,3,36715.0,Lower Middle,2012-11-17,589,Saturday,November,2012,16,172.0,10.0,125.0,21.0,13.0,16.0,357.0,6,7,2,4,9,19,0,0,0,0,0,0,0
1082,8707,1956,58,Middle-aged,Undergraduate,2,79456.0,Middle,2012-08-22,676,Wednesday,August,2012,12,565.0,42.0,548.0,64.0,83.0,99.0,1401.0,1,5,6,4,3,16,0,0,0,0,0,0,0
1083,9523,1982,32,Young Adults,Undergraduate,3,40479.0,Lower Middle,2013-08-17,316,Saturday,August,2013,95,5.0,0.0,8.0,2.0,0.0,0.0,15.0,1,0,0,3,4,4,0,0,0,0,0,0,0
1084,6072,1970,44,Middle-aged,Postgraduate,1,75345.0,Middle,2013-02-02,512,Saturday,February,2013,16,918.0,57.0,842.0,99.0,38.0,133.0,2087.0,1,5,8,6,3,20,0,0,0,1,0,1,0
1085,6295,1977,37,Young Adults,Undergraduate,3,54233.0,Middle,2013-02-04,510,Monday,February,2013,46,652.0,8.0,158.0,21.0,0.0,142.0,981.0,4,11,6,5,8,26,0,0,0,0,0,0,0
1086,10914,1970,44,Middle-aged,Undergraduate,3,24163.0,Poor,2013-10-12,260,Saturday,October,2013,3,4.0,1.0,7.0,2.0,1.0,2.0,17.0,2,1,0,3,4,6,0,0,0,0,0,0,0
1087,1509,1958,56,Middle-aged,Postgraduate,2,84460.0,Middle,2013-01-04,541,Friday,January,2013,80,152.0,27.0,103.0,106.0,54.0,81.0,523.0,0,9,9,4,5,22,0,1,1,1,1,4,0
1088,5577,1983,31,Young Adults,Undergraduate,3,43776.0,Lower Middle,2014-05-03,57,Saturday,May,2014,77,8.0,0.0,9.0,2.0,1.0,3.0,23.0,1,1,0,2,6,4,0,0,0,0,0,0,0
1089,7348,1958,56,Middle-aged,Postgraduate,1,71691.0,Middle,2014-03-17,104,Monday,March,2014,0,336.0,130.0,411.0,240.0,32.0,43.0,1192.0,1,4,7,5,2,17,0,0,0,0,0,0,0
1090,1127,1973,41,Middle-aged,Postgraduate,2,85844.0,Middle,2014-05-29,31,Thursday,May,2014,62,938.0,19.0,843.0,25.0,95.0,38.0,1958.0,1,6,6,7,2,20,0,0,1,0,0,1,0
1091,1833,1974,40,Middle-aged,Postgraduate,2,39190.0,Lower Middle,2014-04-26,64,Saturday,April,2014,91,68.0,8.0,18.0,19.0,8.0,12.0,133.0,2,2,1,4,5,9,0,0,0,0,0,0,0
1093,9080,1972,42,Middle-aged,Postgraduate,3,38578.0,Lower Middle,2013-06-22,372,Saturday,June,2013,2,38.0,4.0,22.0,3.0,3.0,3.0,73.0,3,3,0,3,8,9,0,0,0,0,0,0,0
1094,6466,1965,49,Middle-aged,Postgraduate,4,57236.0,Middle,2014-03-12,109,Wednesday,March,2014,22,105.0,0.0,9.0,2.0,1.0,4.0,121.0,3,2,1,4,3,10,0,0,0,0,0,0,0
1095,9964,1979,35,Young Adults,Undergraduate,2,61825.0,Middle,2013-08-07,326,Wednesday,August,2013,56,162.0,50.0,100.0,55.0,30.0,27.0,424.0,1,4,2,8,4,15,0,0,0,0,0,0,0
1096,4790,1958,56,Middle-aged,Undergraduate,2,79803.0,Middle,2014-06-02,27,Monday,June,2014,54,574.0,8.0,216.0,21.0,16.0,33.0,868.0,1,4,3,5,1,13,0,0,0,0,0,0,0
1097,10245,1986,28,Young Adults,Postgraduate,1,80910.0,Middle,2012-10-31,606,Wednesday,October,2012,71,160.0,80.0,369.0,67.0,39.0,41.0,756.0,1,3,3,8,1,15,0,0,0,0,0,0,0
1098,1109,1982,32,Young Adults,Postgraduate,3,27590.0,Poor,2013-04-23,432,Tuesday,April,2013,38,6.0,0.0,5.0,0.0,0.0,1.0,12.0,1,1,0,2,7,4,0,0,0,0,0,0,0
1099,6001,1979,35,Young Adults,Undergraduate,3,56775.0,Middle,2013-01-02,543,Wednesday,January,2013,62,614.0,35.0,160.0,58.0,35.0,35.0,937.0,2,5,8,10,5,25,0,0,0,0,0,0,0
1100,5538,1975,39,Young Adults,Undergraduate,1,83829.0,Middle,2013-10-08,264,Tuesday,October,2013,78,897.0,161.0,430.0,186.0,161.0,27.0,1862.0,0,4,7,6,1,17,1,0,1,1,0,3,0
1101,10552,1979,35,Young Adults,Postgraduate,3,54210.0,Middle,2013-05-20,405,Monday,May,2013,18,70.0,54.0,109.0,80.0,9.0,45.0,367.0,2,4,1,7,5,14,0,0,0,0,0,0,0
1102,1545,1986,28,Young Adults,Undergraduate,3,38508.0,Lower Middle,2013-08-02,331,Friday,August,2013,95,120.0,19.0,206.0,25.0,19.0,54.0,443.0,6,7,2,5,8,20,0,0,0,0,0,0,0
1103,7409,1970,44,Middle-aged,Undergraduate,3,53187.0,Middle,2013-10-26,246,Saturday,October,2013,66,211.0,2.0,30.0,7.0,7.0,10.0,267.0,2,4,1,6,5,13,0,0,0,0,0,0,0
1104,4444,1972,42,Middle-aged,Undergraduate,3,30023.0,Lower Middle,2014-03-24,97,Monday,March,2014,28,11.0,0.0,16.0,7.0,6.0,21.0,61.0,1,2,0,3,8,6,0,0,0,0,0,0,0
1105,146,1960,54,Middle-aged,Postgraduate,1,76045.0,Middle,2013-11-15,226,Friday,November,2013,78,760.0,53.0,400.0,17.0,93.0,0.0,1323.0,1,4,5,11,2,21,0,0,0,1,0,1,0
1106,6271,1952,62,Old,Postgraduate,3,50870.0,Middle,2014-06-19,10,Thursday,June,2014,13,53.0,0.0,8.0,0.0,0.0,2.0,63.0,1,2,0,3,5,6,0,0,0,0,0,0,0
1108,4741,1974,40,Middle-aged,Postgraduate,3,65463.0,Middle,2014-01-30,150,Thursday,January,2014,17,391.0,32.0,70.0,21.0,32.0,16.0,562.0,2,6,2,9,5,19,0,1,0,0,0,1,0
1109,246,1965,49,Middle-aged,Undergraduate,4,66480.0,Middle,2014-05-31,29,Saturday,May,2014,71,199.0,9.0,57.0,20.0,21.0,6.0,312.0,7,4,1,7,4,19,0,0,0,0,0,0,0
1110,375,1954,60,Old,Undergraduate,1,76773.0,Middle,2013-02-25,489,Monday,February,2013,79,516.0,56.0,449.0,86.0,33.0,16.0,1156.0,1,2,2,11,1,16,0,0,0,0,0,0,0
1111,1524,1983,31,Young Adults,Postgraduate,1,81698.0,Middle,2013-03-01,485,Friday,March,2013,1,709.0,45.0,115.0,30.0,160.0,45.0,1104.0,1,8,2,5,5,16,0,0,0,1,0,1,0
1112,10022,1973,41,Middle-aged,Postgraduate,3,54466.0,Middle,2014-02-09,140,Sunday,February,2014,78,12.0,0.0,4.0,0.0,0.0,0.0,16.0,1,1,0,2,5,4,0,0,0,0,0,0,0
1114,11010,1984,30,Young Adults,Postgraduate,2,16269.0,Poor,2013-08-30,303,Friday,August,2013,75,19.0,3.0,18.0,3.0,1.0,0.0,44.0,3,3,0,3,8,9,0,0,0,0,0,0,0
1115,4356,1971,43,Middle-aged,Undergraduate,3,71819.0,Middle,2013-08-28,305,Wednesday,August,2013,70,1224.0,28.0,140.0,0.0,14.0,168.0,1574.0,3,3,3,5,6,14,0,1,1,0,0,2,0
1116,3885,1983,31,Young Adults,Postgraduate,3,33569.0,Lower Middle,2013-10-16,256,Wednesday,October,2013,10,16.0,2.0,18.0,3.0,0.0,24.0,63.0,1,1,1,2,8,5,1,0,0,0,0,1,0
1117,1175,1983,31,Young Adults,Postgraduate,2,36262.0,Lower Middle,2013-09-20,282,Friday,September,2013,24,88.0,39.0,54.0,64.0,28.0,153.0,426.0,1,3,5,3,6,12,1,0,0,0,0,1,0
1118,880,1966,48,Middle-aged,Basic,2,22634.0,Poor,2013-01-16,529,Wednesday,January,2013,47,2.0,23.0,11.0,8.0,6.0,46.0,96.0,1,2,1,2,8,6,0,0,0,0,0,0,0
1119,2320,1978,36,Young Adults,Postgraduate,3,47025.0,Lower Middle,2013-09-12,290,Thursday,September,2013,98,508.0,11.0,59.0,23.0,5.0,29.0,635.0,5,11,1,6,9,23,0,0,0,0,0,0,0
1120,850,1968,46,Middle-aged,Undergraduate,2,70566.0,Middle,2013-10-06,266,Sunday,October,2013,4,381.0,28.0,215.0,84.0,28.0,21.0,757.0,2,6,5,9,3,22,0,0,0,0,0,0,0
1121,4713,1979,35,Young Adults,Postgraduate,3,31605.0,Lower Middle,2012-11-22,584,Thursday,November,2012,15,74.0,0.0,42.0,2.0,1.0,6.0,125.0,2,2,1,4,7,9,0,0,0,0,0,0,0
1122,675,1973,41,Middle-aged,Postgraduate,3,52034.0,Middle,2013-05-17,408,Friday,May,2013,67,146.0,0.0,93.0,7.0,13.0,73.0,332.0,5,4,2,5,7,16,0,0,0,0,0,0,0
1123,5025,1979,35,Young Adults,Undergraduate,2,48526.0,Lower Middle,2013-12-24,187,Tuesday,December,2013,32,23.0,17.0,23.0,43.0,20.0,9.0,135.0,1,2,1,4,3,8,0,0,0,0,0,0,0
1124,2308,1954,60,Old,Undergraduate,3,46734.0,Lower Middle,2012-11-18,588,Sunday,November,2012,40,110.0,5.0,137.0,26.0,23.0,29.0,330.0,2,6,1,5,7,14,0,0,0,0,0,0,0
1125,5995,1962,52,Middle-aged,Undergraduate,3,39552.0,Lower Middle,2012-12-18,558,Tuesday,December,2012,54,165.0,3.0,147.0,4.0,24.0,41.0,384.0,7,6,2,5,8,20,0,0,0,0,0,0,0
1126,6749,1966,48,Middle-aged,Undergraduate,3,86358.0,Middle,2012-08-08,690,Wednesday,August,2012,78,957.0,47.0,494.0,82.0,47.0,95.0,1722.0,4,5,3,6,8,18,0,0,0,0,0,0,0
1127,1010,1977,37,Young Adults,Undergraduate,5,46931.0,Lower Middle,2014-04-24,66,Thursday,April,2014,94,41.0,0.0,17.0,3.0,1.0,16.0,78.0,2,1,1,3,3,7,0,0,0,0,0,0,0
1128,8977,1985,29,Young Adults,Basic,1,16581.0,Poor,2013-01-12,533,Saturday,January,2013,51,1.0,3.0,4.0,2.0,3.0,11.0,24.0,1,0,0,3,4,4,0,0,0,0,0,0,0
1129,4756,1952,62,Old,Postgraduate,1,63998.0,Middle,2013-12-20,191,Friday,December,2013,42,176.0,29.0,818.0,0.0,33.0,112.0,1168.0,1,7,6,11,4,25,0,0,0,0,0,0,0
1130,3412,1951,63,Old,Postgraduate,3,67381.0,Middle,2013-01-15,530,Tuesday,January,2013,67,815.0,8.0,53.0,11.0,0.0,70.0,957.0,4,2,2,9,7,17,0,1,0,0,0,1,0
1131,606,1967,47,Middle-aged,Undergraduate,3,25930.0,Poor,2013-10-10,262,Thursday,October,2013,87,6.0,1.0,2.0,2.0,0.0,4.0,15.0,1,1,0,2,7,4,0,0,0,0,0,0,0
1132,5961,1978,36,Young Adults,Undergraduate,3,42693.0,Lower Middle,2014-06-07,22,Saturday,June,2014,29,8.0,4.0,20.0,6.0,3.0,16.0,57.0,1,1,0,3,5,5,0,0,0,0,0,0,0
1133,2975,1976,38,Young Adults,Undergraduate,3,85606.0,Middle,2012-11-12,594,Monday,November,2012,89,717.0,42.0,864.0,219.0,30.0,84.0,1956.0,2,6,7,9,3,24,0,0,0,1,0,1,0
1134,2894,1985,29,Young Adults,Undergraduate,1,72903.0,Middle,2013-10-29,243,Tuesday,October,2013,74,1067.0,138.0,750.0,0.0,19.0,39.0,2013.0,1,7,5,8,4,21,0,1,1,1,0,3,0
1135,7613,1974,40,Middle-aged,Postgraduate,3,49669.0,Lower Middle,2014-05-24,36,Saturday,May,2014,97,166.0,5.0,107.0,11.0,8.0,29.0,326.0,2,5,1,6,6,14,0,0,0,0,0,0,0
1136,10542,1968,46,Middle-aged,Postgraduate,4,36778.0,Lower Middle,2012-08-05,693,Sunday,August,2012,63,29.0,4.0,34.0,2.0,4.0,4.0,77.0,3,3,0,3,9,9,0,0,0,0,0,0,0
1137,8015,1962,52,Middle-aged,Postgraduate,1,85696.0,Middle,2013-05-03,422,Friday,May,2013,88,714.0,76.0,395.0,116.0,0.0,12.0,1313.0,1,4,6,9,1,20,0,0,0,0,0,0,0
1139,11166,1961,53,Middle-aged,Undergraduate,3,49678.0,Lower Middle,2013-02-02,512,Saturday,February,2013,81,229.0,5.0,56.0,3.0,2.0,20.0,315.0,2,6,2,4,7,14,0,0,0,0,0,0,0
1141,523,1989,25,Young Adults,Undergraduate,3,37155.0,Lower Middle,2013-01-31,514,Thursday,January,2013,51,23.0,0.0,26.0,7.0,15.0,3.0,74.0,1,2,0,4,5,7,0,0,0,0,0,0,0
1142,4066,1978,36,Young Adults,Postgraduate,2,21282.0,Poor,2014-05-11,49,Sunday,May,2014,76,1.0,5.0,8.0,4.0,8.0,20.0,46.0,2,2,1,2,6,7,0,0,0,0,0,0,0
1143,8414,1962,52,Middle-aged,Postgraduate,2,33419.0,Lower Middle,2013-08-17,316,Saturday,August,2013,76,56.0,0.0,12.0,0.0,0.0,18.0,86.0,2,2,0,4,7,8,0,0,0,0,0,0,0
1144,819,1945,69,Old,Undergraduate,1,63285.0,Middle,2013-11-05,236,Tuesday,November,2013,84,508.0,124.0,249.0,50.0,38.0,134.0,1103.0,1,6,5,13,3,25,0,0,0,0,0,0,0
1145,4961,1974,40,Middle-aged,Postgraduate,3,21255.0,Poor,2014-01-21,159,Tuesday,January,2014,56,29.0,0.0,25.0,2.0,2.0,3.0,61.0,4,2,1,4,4,11,0,0,0,0,0,0,0
1146,749,1981,33,Young Adults,Undergraduate,3,42162.0,Lower Middle,2013-11-19,222,Tuesday,November,2013,31,46.0,7.0,59.0,2.0,4.0,27.0,145.0,2,3,1,3,6,9,1,0,0,0,0,1,0
1147,5430,1956,58,Middle-aged,Undergraduate,4,54450.0,Middle,2012-09-14,653,Friday,September,2012,0,454.0,0.0,171.0,8.0,19.0,32.0,684.0,12,9,2,8,8,31,0,0,0,0,0,0,0
1148,7755,1954,60,Old,Postgraduate,3,57744.0,Middle,2013-11-12,229,Tuesday,November,2013,91,350.0,3.0,39.0,0.0,0.0,19.0,411.0,2,9,1,4,8,16,0,0,0,0,0,0,0
1149,10525,1986,28,Young Adults,Undergraduate,2,26576.0,Poor,2012-10-13,624,Saturday,October,2012,40,10.0,0.0,8.0,0.0,0.0,9.0,27.0,1,1,0,2,9,4,1,0,0,0,0,1,0
1150,1453,1943,71,Old,Postgraduate,1,57513.0,Middle,2013-07-06,358,Saturday,July,2013,59,735.0,40.0,183.0,52.0,20.0,30.0,1060.0,2,9,3,13,6,27,0,0,0,0,0,0,0
1151,8310,1964,50,Middle-aged,Undergraduate,3,68142.0,Middle,2012-08-29,669,Wednesday,August,2012,96,897.0,126.0,196.0,91.0,112.0,37.0,1459.0,3,10,4,7,6,24,0,0,0,0,0,0,0
1152,10710,1979,35,Young Adults,Undergraduate,3,7500.0,Poor,2012-08-29,669,Wednesday,August,2012,61,5.0,2.0,3.0,3.0,0.0,5.0,18.0,1,1,0,2,8,4,0,0,0,0,0,0,0
1153,5031,1974,40,Middle-aged,Undergraduate,2,83145.0,Middle,2012-09-22,645,Saturday,September,2012,14,777.0,35.0,731.0,39.0,137.0,114.0,1833.0,1,5,9,11,2,26,0,0,1,0,0,1,0
1154,2613,1960,54,Middle-aged,Postgraduate,3,54197.0,Middle,2014-04-03,87,Thursday,April,2014,16,162.0,6.0,37.0,6.0,13.0,13.0,237.0,2,1,3,6,1,12,0,0,0,0,0,0,0
1155,213,1963,51,Middle-aged,Postgraduate,3,23091.0,Poor,2014-05-28,32,Wednesday,May,2014,98,35.0,0.0,11.0,0.0,0.0,2.0,48.0,4,2,1,3,7,10,0,0,0,0,0,0,0
1156,967,1976,38,Young Adults,Undergraduate,4,46049.0,Lower Middle,2013-07-21,343,Sunday,July,2013,11,342.0,9.0,112.0,19.0,14.0,19.0,515.0,10,5,2,9,7,26,0,0,0,0,0,0,0
1157,1077,1974,40,Middle-aged,Undergraduate,2,56715.0,Middle,2012-12-05,571,Wednesday,December,2012,52,258.0,105.0,239.0,237.0,172.0,9.0,1020.0,1,7,3,4,4,15,0,0,0,0,0,0,0
1158,7959,1961,53,Middle-aged,Undergraduate,2,79410.0,Middle,2014-05-29,31,Thursday,May,2014,19,658.0,80.0,483.0,123.0,13.0,13.0,1370.0,1,3,2,5,1,11,0,0,0,0,0,0,0
1159,640,1951,63,Old,Undergraduate,3,57304.0,Middle,2013-03-11,475,Monday,March,2013,61,356.0,80.0,329.0,138.0,17.0,106.0,1026.0,2,7,6,10,5,25,0,0,0,0,0,0,0
1160,4252,1965,49,Middle-aged,Undergraduate,3,44375.0,Lower Middle,2014-03-23,98,Sunday,March,2014,73,213.0,5.0,28.0,7.0,7.0,41.0,301.0,1,4,1,6,5,12,0,0,0,0,0,0,0
1162,6218,1965,49,Middle-aged,Undergraduate,3,59594.0,Middle,2012-10-20,617,Saturday,October,2012,74,457.0,4.0,29.0,0.0,0.0,9.0,499.0,1,8,1,7,7,17,0,1,0,0,0,1,0
1163,6905,1994,20,Young Adults,Undergraduate,2,80685.0,Middle,2012-08-22,676,Wednesday,August,2012,55,241.0,45.0,604.0,34.0,26.0,54.0,1004.0,1,6,4,10,2,21,0,0,0,0,0,0,0
1164,5922,1974,40,Middle-aged,Postgraduate,3,40344.0,Lower Middle,2013-10-13,259,Sunday,October,2013,48,210.0,0.0,6.0,0.0,0.0,2.0,218.0,2,4,1,5,7,12,0,0,0,0,0,0,0
1165,3598,1972,42,Middle-aged,Undergraduate,3,62710.0,Middle,2013-05-23,402,Thursday,May,2013,53,441.0,35.0,83.0,7.0,29.0,11.0,606.0,4,4,2,12,4,22,0,0,0,0,0,0,0
1166,6116,1968,46,Middle-aged,Postgraduate,3,48985.0,Lower Middle,2013-07-05,359,Friday,July,2013,13,19.0,13.0,18.0,10.0,7.0,8.0,75.0,1,1,1,3,3,6,0,0,0,0,0,0,0
1167,6263,1968,46,Middle-aged,Undergraduate,5,35322.0,Lower Middle,2012-08-22,676,Wednesday,August,2012,34,28.0,9.0,37.0,12.0,7.0,13.0,106.0,3,2,0,4,8,9,0,0,0,0,0,0,0
1168,10486,1948,66,Old,Undergraduate,2,77142.0,Middle,2013-05-29,396,Wednesday,May,2013,54,476.0,75.0,162.0,29.0,151.0,97.0,990.0,1,4,4,8,2,17,0,0,0,0,0,0,0
1169,2410,1969,45,Middle-aged,Undergraduate,1,81657.0,Middle,2014-01-22,158,Wednesday,January,2014,69,364.0,40.0,425.0,158.0,60.0,50.0,1097.0,1,3,4,8,1,16,0,0,0,0,0,0,0
1170,193,1996,18,Young Adults,Basic,2,14421.0,Poor,2014-02-17,132,Monday,February,2014,81,0.0,0.0,2.0,3.0,3.0,8.0,16.0,1,1,0,2,5,4,1,0,0,0,0,1,0
1172,8278,1990,24,Young Adults,Postgraduate,2,74214.0,Middle,2012-08-26,672,Sunday,August,2012,3,863.0,83.0,547.0,86.0,99.0,33.0,1711.0,1,8,2,5,5,16,0,0,0,0,0,0,0
1173,10660,1957,57,Middle-aged,Postgraduate,4,66726.0,Middle,2014-01-12,168,Sunday,January,2014,61,349.0,7.0,35.0,0.0,0.0,47.0,438.0,3,8,2,4,7,17,0,1,0,0,0,1,0
1174,8686,1979,35,Young Adults,Basic,3,23724.0,Poor,2013-01-08,537,Tuesday,January,2013,65,5.0,23.0,15.0,0.0,18.0,14.0,75.0,2,2,0,3,8,7,0,0,0,0,0,0,0
1175,1604,1960,54,Middle-aged,Postgraduate,3,47353.0,Lower Middle,2013-11-13,228,Wednesday,November,2013,93,184.0,2.0,19.0,8.0,8.0,4.0,225.0,3,2,2,6,5,13,0,0,0,0,0,0,0
1176,5907,1952,62,Old,Postgraduate,4,33444.0,Lower Middle,2012-11-03,603,Saturday,November,2012,24,8.0,0.0,8.0,0.0,0.0,2.0,18.0,1,1,0,2,8,4,0,0,0,0,0,0,0
1177,10669,1981,33,Young Adults,Undergraduate,3,54386.0,Middle,2013-05-17,408,Friday,May,2013,8,277.0,21.0,64.0,62.0,21.0,25.0,470.0,2,3,2,10,3,17,0,0,0,0,0,0,0
1178,2918,1981,33,Young Adults,Undergraduate,3,28510.0,Poor,2013-04-13,442,Saturday,April,2013,72,44.0,5.0,19.0,0.0,4.0,19.0,91.0,3,2,0,4,5,9,0,0,0,0,0,0,0
1179,5735,1991,23,Young Adults,Postgraduate,1,90638.0,Middle,2014-02-13,136,Thursday,February,2014,29,1156.0,120.0,915.0,94.0,144.0,96.0,2525.0,1,3,4,10,1,18,0,0,1,0,0,1,0
1180,359,1950,64,Old,Undergraduate,3,48070.0,Lower Middle,2013-01-13,532,Sunday,January,2013,33,373.0,14.0,83.0,6.0,9.0,19.0,504.0,3,8,2,6,7,19,0,0,0,0,0,0,1
1181,8387,1957,57,Middle-aged,Undergraduate,3,43140.0,Lower Middle,2013-01-05,540,Saturday,January,2013,68,134.0,8.0,76.0,6.0,0.0,11.0,235.0,1,4,1,5,6,11,0,0,0,0,0,0,0
1182,1829,1961,53,Middle-aged,Postgraduate,2,54959.0,Middle,2013-01-19,526,Saturday,January,2013,55,1148.0,0.0,60.0,0.0,0.0,24.0,1232.0,3,9,5,4,7,21,0,1,0,0,0,1,0
1183,3839,1958,56,Middle-aged,Basic,3,15056.0,Poor,2013-05-03,422,Friday,May,2013,76,6.0,12.0,3.0,21.0,6.0,40.0,88.0,5,2,2,3,5,12,0,0,0,0,0,0,0
1184,9392,1971,43,Middle-aged,Undergraduate,2,26954.0,Poor,2014-05-08,52,Thursday,May,2014,17,4.0,1.0,11.0,0.0,0.0,1.0,17.0,1,1,0,2,7,4,0,0,0,0,0,0,0
1185,2292,1985,29,Young Adults,Undergraduate,2,22327.0,Poor,2013-08-02,331,Friday,August,2013,94,5.0,4.0,8.0,2.0,0.0,5.0,24.0,1,1,0,3,5,5,0,0,0,0,0,0,0
1186,10466,1965,49,Middle-aged,Undergraduate,4,44393.0,Lower Middle,2013-08-22,311,Thursday,August,2013,86,24.0,2.0,20.0,2.0,2.0,10.0,60.0,2,1,0,4,4,7,0,0,0,0,0,0,0
1187,9855,1952,62,Old,Postgraduate,2,62000.0,Middle,2013-08-25,308,Sunday,August,2013,25,899.0,0.0,101.0,0.0,0.0,20.0,1020.0,1,6,6,13,4,26,0,0,0,1,0,1,0
1188,4088,1962,52,Middle-aged,Postgraduate,3,31497.0,Lower Middle,2012-12-06,570,Thursday,December,2012,22,108.0,1.0,28.0,13.0,1.0,4.0,155.0,2,3,1,4,8,10,0,0,0,0,0,0,0
1189,5231,1974,40,Middle-aged,Postgraduate,4,45894.0,Lower Middle,2014-02-27,122,Thursday,February,2014,15,27.0,2.0,7.0,0.0,2.0,13.0,51.0,1,1,0,3,5,5,0,0,0,0,0,0,0
1190,590,1970,44,Middle-aged,Postgraduate,1,78579.0,Middle,2012-12-22,554,Saturday,December,2012,35,816.0,66.0,549.0,216.0,66.0,99.0,1812.0,1,5,6,4,3,16,0,0,0,0,0,0,0
1191,8732,1969,45,Middle-aged,Postgraduate,2,67369.0,Middle,2012-11-17,589,Saturday,November,2012,81,1298.0,0.0,70.0,37.0,14.0,42.0,1461.0,4,7,4,10,4,25,0,1,1,0,0,2,0
1192,2315,1960,54,Middle-aged,Undergraduate,2,58401.0,Middle,2014-04-20,70,Sunday,April,2014,55,10.0,0.0,11.0,17.0,29.0,29.0,96.0,1,1,2,2,4,6,0,0,0,0,0,0,0
1193,3515,1952,62,Old,Undergraduate,2,62307.0,Middle,2014-02-17,132,Monday,February,2014,94,87.0,13.0,34.0,10.0,6.0,10.0,160.0,1,4,0,4,5,9,0,0,0,0,0,0,0
1194,2245,1969,45,Middle-aged,Postgraduate,4,43641.0,Lower Middle,2013-04-22,433,Monday,April,2013,50,57.0,2.0,51.0,4.0,2.0,23.0,139.0,3,2,1,4,6,10,0,0,0,0,0,0,0
